filename; file size V1; file size V2; LTS size V1; LTS size V2; Equivalent; Explored V1 ; Explored V2 ; matches V1; matches V2; skipped V1; skipped V2;133;%Explored V1;% Explored V2;%Match V1;%Match V2;; Explored V2 ; matches V2;% Ex;% match;Inc ex;inc Match;
PRCP005.COB ;736;194;35;9; False;26;9;24;8;0;0;;74%;100%;69%;89%;;9;8;100%;89%;0%;0%;
PRCP010.COB ;3150;1387;503;229; False;102;43;100;41;0;0;;20%;19%;20%;18%;;98;61;43%;27%;24%;9%;
PRCP040.COB ;740;198;35;9; False;26;9;24;8;0;0;;74%;100%;69%;89%;;9;8;100%;89%;0%;0%;
PRCP052.COB ;730;188;35;9; False;26;9;24;8;0;0;;74%;100%;69%;89%;;9;8;100%;89%;0%;0%;
PRCP053.COB ;631;266;65;17; True;50;17;50;17;0;0;;77%;100%;77%;100%;;17;17;100%;100%;0%;0%;
PRCP058.COB ;1928;847;287;125; False;55;24;55;22;0;0;;19%;19%;19%;18%;;69;56;55%;45%;36%;27%;
PRCP067.COB ;2829;1630;694;293; False;74;40;74;38;0;0;;11%;14%;11%;13%;;43;39;15%;13%;1%;0%;
PRCP080.COB ;742;200;35;9; False;26;9;24;8;0;0;;74%;100%;69%;89%;;9;8;100%;89%;0%;0%;
PRCP100.COB ;2425;1370;477;222; False;84;38;82;36;0;0;;18%;17%;17%;16%;;83;44;37%;20%;20%;4%;
PRCP110.COB ;2170;1211;425;183; False;98;44;98;39;0;0;;23%;24%;23%;21%;;50;37;27%;20%;3%;-1%;
PRCP140.COB ;818;308;86;31; True;69;31;69;31;0;0;;80%;100%;80%;100%;;31;31;100%;100%;0%;0%;
PRCP160.COB ;734;192;35;9; False;26;9;24;8;0;0;;74%;100%;69%;89%;;9;8;100%;89%;0%;0%;
PRCP161.COB ;320;192;35;9; False;26;9;24;8;0;0;;74%;100%;69%;89%;;9;8;100%;89%;0%;0%;
PRCP170.COB ;2412;1208;487;209; False;7;7;6;5;0;0;;1%;3%;1%;2%;;52;48;25%;23%;22%;21%;
PRCP171.COB ;1110;190;35;9; False;26;9;24;8;0;0;;74%;100%;69%;89%;;9;8;100%;89%;0%;0%;
PRCP172.COB ;1080;190;35;9; False;26;9;24;8;0;0;;74%;100%;69%;89%;;9;8;100%;89%;0%;0%;
PRCP173.COB ;2389;1205;487;209; False;7;7;6;5;0;0;;1%;3%;1%;2%;;52;48;25%;23%;22%;21%;
PRCP190.COB ;734;192;35;9; False;26;9;24;8;0;0;;74%;100%;69%;89%;;9;8;100%;89%;0%;0%;
PRCP223.COB ;3659;1580;458;212; False;44;32;44;30;0;0;;10%;15%;10%;14%;;61;50;29%;24%;14%;10%;
PRCP224.COB ;1681;856;277;112; False;44;22;42;20;0;0;;16%;20%;15%;18%;;72;56;64%;50%;44%;32%;
PRCP225.COB ;995;594;182;62; False;52;19;50;19;0;0;;29%;31%;27%;31%;;29;19;47%;31%;16%;0%;
PRCP251.COB ;820;706;160;73; False;40;18;40;16;0;0;;25%;25%;25%;22%;;25;21;34%;29%;9%;7%;
PRCP254.COB ;812;718;153;65; False;45;17;45;15;0;0;;29%;26%;29%;23%;;24;20;37%;31%;11%;8%;
PRCP310.COB ;5790;4163;1505;624; False;47;13;47;11;0;0;;3%;2%;3%;2%;;73;45;12%;7%;10%;5%;
PRCP311.COB ;822;312;86;31; True;69;31;69;31;0;0;;80%;100%;80%;100%;;31;31;100%;100%;0%;0%;
PRCP312.COB ;822;312;86;31; True;69;31;69;31;0;0;;80%;100%;80%;100%;;31;31;100%;100%;0%;0%;
PRCP410.COB ;621;389;90;25; False;46;17;46;14;0;0;;51%;68%;51%;56%;;20;12;80%;48%;12%;-8%;
PRCP419.COB ;573;336;98;31; True;67;26;67;26;0;0;;68%;84%;68%;84%;;26;26;84%;84%;0%;0%;
PRCP420.COB ;1513;915;256;114; False;129;56;129;53;0;0;;50%;49%;50%;46%;;58;51;51%;45%;2%;-1%;
PRCP430.COB ;2925;1742;585;314; False;88;51;88;49;0;0;;15%;16%;15%;16%;;71;54;23%;17%;7%;1%;
PRCP431.COB ;615;460;196;65; False;51;19;49;17;0;0;;26%;29%;25%;26%;;31;17;48%;26%;19%;0%;
PRCP432.COB ;2364;1409;505;249; False;74;43;74;41;0;0;;15%;17%;15%;16%;;56;42;22%;17%;5%;1%;
PRCP433.COB ;780;566;180;77; False;61;35;61;33;0;0;;34%;45%;34%;43%;;55;38;71%;49%;26%;6%;
PRCP435.COB ;1700;1059;343;153; False;87;47;85;45;0;0;;25%;31%;25%;29%;;60;43;39%;28%;8%;-1%;
PRCP443.COB ;1877;1197;389;165; False;70;45;70;43;0;0;;18%;27%;18%;26%;;53;43;32%;26%;5%;0%;
PRCP446.COB ;863;684;165;75; False;67;33;65;31;0;0;;41%;44%;39%;41%;;35;33;47%;44%;3%;3%;
PRCP450.COB ;1228;884;310;122; False;32;14;32;12;0;0;;10%;11%;10%;10%;;46;34;38%;28%;27%;18%;
PRCP461.COB ;414;362;107;31; False;21;8;19;6;0;0;;20%;26%;18%;19%;;29;19;94%;61%;68%;42%;
PRCP508.COB ;2646;1427;348;180; False;118;60;118;57;0;0;;34%;33%;34%;32%;;64;57;36%;32%;3%;0%;
PRCP509.COB ;443;341;88;23; True;68;23;68;23;0;0;;77%;100%;77%;100%;;23;23;100%;100%;0%;0%;
PRCP513.COB ;817;544;191;57; False;36;21;34;19;0;0;;19%;37%;18%;33%;;31;19;54%;33%;17%;0%;
PRCP520.COB ;874;690;212;68; True;90;35;90;35;0;0;;42%;51%;42%;51%;;35;35;51%;51%;0%;0%;
PRCP523.COB ;2152;1373;439;257; False;61;33;61;31;0;0;;14%;13%;14%;12%;;36;32;14%;12%;1%;0%;
PRCP524.COB ;1692;1031;337;195; False;57;31;57;29;0;0;;17%;16%;17%;15%;;34;30;17%;15%;1%;0%;
PRCP525.COB ;3066;2074;463;225; False;81;34;79;32;0;0;;17%;15%;17%;14%;;36;32;16%;14%;1%;0%;
PRCP530.COB ;735;507;147;60; False;63;28;61;25;0;0;;43%;47%;41%;42%;;34;28;57%;47%;10%;5%;
PRCP531.COB ;941;672;179;68; False;67;31;65;28;0;0;;37%;46%;36%;41%;;37;31;54%;46%;8%;5%;
PRCP532.COB ;1116;754;231;85; False;28;11;28;9;0;0;;12%;13%;12%;11%;;66;54;78%;64%;65%;53%;
PRCP556.COB ;768;593;129;56; True;60;24;60;24;0;0;;47%;43%;47%;43%;;24;24;43%;43%;0%;0%;
PRCP557.COB ;1876;1560;380;136; False;36;12;34;10;0;0;;9%;9%;9%;7%;;40;29;29%;21%;20%;14%;
PRCP700.COB ;3066;1392;462;199; False;44;19;44;17;0;0;;10%;10%;10%;9%;;51;30;26%;15%;16%;6%;
PRCP701.COB ;3251;1572;532;244; False;44;19;44;17;0;0;;8%;8%;8%;7%;;54;30;22%;12%;14%;5%;
PRCP705.COB ;378;190;35;9; False;26;9;24;8;0;0;;74%;100%;69%;89%;;9;8;100%;89%;0%;0%;
PRCP710.COB ;1090;770;254;99; False;26;10;26;8;0;0;;10%;10%;10%;8%;;67;49;68%;49%;58%;41%;
PRCP711.COB ;1228;858;290;123; False;26;10;26;8;0;0;;9%;8%;9%;7%;;76;54;62%;44%;54%;37%;
PRCP715.COB ;3264;1885;530;276; False;69;37;67;37;0;0;;13%;13%;13%;13%;;57;35;21%;13%;8%;0%;
PRCP720.COB ;296;192;35;9; False;26;9;24;8;0;0;;74%;100%;69%;89%;;9;8;100%;89%;0%;0%;
PRCP725.COB ;756;457;120;44; False;73;28;71;28;0;0;;61%;64%;59%;64%;; ERROR; ERROR;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;
PRCP726.COB ;795;480;134;51; False;76;28;74;28;0;0;;57%;55%;55%;55%;; ERROR; ERROR;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;
PRCP728.COB ;292;188;35;9; False;26;9;24;8;0;0;;74%;100%;69%;89%;;9;8;100%;89%;0%;0%;
PRCP730.COB ;1756;1216;341;181; False;47;21;47;19;0;0;;14%;12%;14%;10%;;77;59;43%;33%;31%;23%;
PRCP731.COB ;1835;1265;356;188; False;47;21;47;19;0;0;;13%;11%;13%;10%;;86;64;46%;34%;35%;24%;
PRCP740.COB ;1285;670;234;108; False;54;33;54;31;0;0;;23%;31%;23%;29%;;59;43;55%;40%;24%;11%;
PRCP751.COB ;2351;1824;1023;583; False;164;75;162;75;0;0;;16%;13%;16%;13%;;87;66;15%;11%;2%;-2%;
PRCP755.COB ;727;391;87;27; True;63;21;63;21;0;0;;72%;78%;72%;78%;;21;21;78%;78%;0%;0%;
PRCP756.COB ;606;381;87;27; True;63;21;63;21;0;0;;72%;78%;72%;78%;;21;21;78%;78%;0%;0%;
PRCP800.COB ;1467;813;257;112; False;60;29;60;27;0;0;;23%;26%;23%;24%;;32;28;29%;25%;3%;1%;
PRCP812.COB ;728;186;35;9; False;26;9;24;8;0;0;;74%;100%;69%;89%;;9;8;100%;89%;0%;0%;
PRCP816.COB ;1971;1466;559;232; False;57;37;57;35;0;0;;10%;16%;10%;15%;;43;35;19%;15%;3%;0%;
PRCP817.COB ;1774;1092;315;137; False;120;55;120;53;0;0;;38%;40%;38%;39%;;64;53;47%;39%;7%;0%;
PRCP841.COB ;579;523;174;72; False;77;31;75;29;0;0;;44%;43%;43%;40%;;37;29;51%;40%;8%;0%;
PRCP862.COB ;1838;812;224;89; False;48;23;46;21;0;0;;21%;26%;21%;24%;;46;29;52%;33%;26%;9%;
PRCP864.COB ;1864;1163;463;223; False;123;73;121;71;0;0;;27%;33%;26%;32%;;110;95;49%;43%;16%;11%;
PRCP867.COB ;1234;1046;320;144; False;114;50;112;48;0;0;;36%;35%;35%;33%;;95;73;66%;51%;31%;18%;
PRCP878.COB ;1421;1061;376;193; False;76;44;74;42;0;0;;20%;23%;20%;22%;;60;42;31%;22%;8%;0%;
PRCP889.COB ;514;395;84;30; True;62;24;62;24;0;0;;74%;80%;74%;80%;;24;24;80%;80%;0%;0%;
PRCP901.COB ;1119;587;179;54; True;73;27;73;27;0;0;;41%;50%;41%;50%;;27;27;50%;50%;0%;0%;
PRCP905.COB ;7355;2076;737;343; False;281;87;279;85;0;0;;38%;25%;38%;25%;;97;85;28%;25%;3%;0%;
PRCP911.COB ;5206;3547;1159;552; False;73;30;71;28;0;0;;6%;5%;6%;5%;;49;43;9%;8%;4%;3%;
PRCP944.COB ;711;532;130;49; False;76;34;74;32;0;0;;58%;69%;57%;65%;;39;30;80%;61%;11%;-4%;
PRCP986.COB ;3962;2929;1166;667; False;59;32;59;30;0;0;;5%;5%;5%;4%;;35;31;5%;5%;0%;1%;
PRCP987.COB ;5882;4721;2627;1565; False;61;32;61;30;0;0;;2%;2%;2%;2%;;35;31;2%;2%;0%;0%;
PRCS001.COB ;4851;3603;1794;998; False;21;15;19;13;0;0;;1%;2%;1%;1%;;40;26;4%;3%;2%;2%;
PRCS002.COB ;2864;2093;1063;527; False;12;7;10;5;0;0;;1%;1%;1%;1%;;38;24;7%;5%;6%;4%;
PRCS003.COB ;6487;4414;2085;1064; False;21;15;19;13;0;0;;1%;1%;1%;1%;;40;26;4%;2%;3%;1%;
PRCS004.COB ;4085;2799;1417;774; False;14;10;14;8;0;0;;1%;1%;1%;1%;;16;8;2%;1%;1%;0%;
PRCS005.COB ;2352;1375;821;365; False;14;10;14;8;0;0;;2%;3%;2%;2%;;16;8;4%;2%;1%;0%;
PRCS006.COB ;3270;2155;1204;595; False;14;10;14;8;0;0;;1%;2%;1%;1%;;16;8;3%;1%;1%;0%;
PRCS007.COB ;5245;3673;1859;1105; False;13;9;13;7;0;0;;1%;1%;1%;1%;;20;12;2%;1%;1%;0%;
PRCS008.COB ;1817;1014;658;236; False;6;4;5;2;0;0;;1%;2%;1%;1%;;16;10;7%;4%;5%;3%;
PRCS009.COB ;3733;2376;1316;660; False;21;15;19;13;0;0;;2%;2%;1%;2%;;19;13;3%;2%;1%;0%;
PRCS010.COB ;3442;2177;1159;564; False;21;15;19;13;0;0;;2%;3%;2%;2%;;19;13;3%;2%;0%;0%;
PRCS011.COB ;3285;2115;1167;594; False;14;10;14;8;0;0;;1%;2%;1%;1%;;16;8;3%;1%;1%;0%;
PRCS012.COB ;4479;2983;1502;833; False;36;18;34;17;0;0;;2%;2%;2%;2%;;29;20;3%;2%;1%;0%;
PRCS013.COB ;3944;2673;1322;688; False;21;15;19;13;0;0;;2%;2%;1%;2%;;40;26;6%;4%;4%;2%;
PRCS014.COB ;2868;1800;1016;484; False;21;15;19;13;0;0;;2%;3%;2%;3%;;19;13;4%;3%;1%;0%;
PRCS015.COB ;2248;1383;798;361; False;21;15;19;13;0;0;;3%;4%;2%;4%;;19;13;5%;4%;1%;0%;
PRCS016.COB ;2351;1378;833;343; False;21;15;19;13;0;0;;3%;4%;2%;4%;;19;13;6%;4%;2%;0%;
PRCS017.COB ;8437;5060;1712;938; False;34;16;32;14;0;0;;2%;2%;2%;1%;;22;14;2%;1%;0%;0%;
PRCS018.COB ;7695;5227;1568;823; False;21;15;19;13;0;0;;1%;2%;1%;2%;;19;13;2%;2%;0%;0%;
PRCS020.COB ;5234;3219;1450;739; False;34;14;34;12;0;0;;2%;2%;2%;2%;;20;12;3%;2%;1%;0%;
PRCS021.COB ;6267;4223;1917;1001; False;34;16;32;14;0;0;;2%;2%;2%;1%;;22;14;2%;1%;0%;0%;
PRCS022.COB ;5800;3117;1557;801; False;21;15;19;13;0;0;;1%;2%;1%;2%;;19;13;2%;2%;0%;0%;
PRCS023.COB ;8881;6090;2384;1268; False;21;15;19;13;0;0;;1%;1%;1%;1%;;19;13;1%;1%;0%;0%;
PRCS027.COB ;9387;5956;2646;1371; False;36;18;34;17;0;0;;1%;1%;1%;1%;;29;20;2%;1%;1%;0%;
PRCS028.COB ;2231;1197;755;292; False;12;7;10;5;0;0;;2%;2%;1%;2%;;17;11;6%;4%;4%;2%;
PRCS029.COB ;3061;2089;1039;508; False;14;10;14;8;0;0;;1%;2%;1%;2%;;16;8;3%;2%;1%;0%;
PRCS030.COB ;4243;2654;1324;644; False;36;18;34;17;0;0;;3%;3%;3%;3%;;29;20;5%;3%;2%;0%;
PRCS033.COB ;7408;4699;2139;1103; False;36;18;34;17;0;0;;2%;2%;2%;2%;;29;20;3%;2%;1%;0%;
PRCS034.COB ;10107;7761;2933;1585; False;21;15;19;13;0;0;;1%;1%;1%;1%;;40;26;3%;2%;2%;1%;
PRCS035.COB ;4775;3158;1374;636; False;21;15;19;13;0;0;;2%;2%;1%;2%;;19;13;3%;2%;1%;0%;
PRCS036.COB ;9529;7275;2768;1502; False;21;15;19;13;0;0;;1%;1%;1%;1%;;40;26;3%;2%;2%;1%;
PRCS037.COB ;5163;3476;1461;711; False;21;15;19;13;0;0;;1%;2%;1%;2%;;19;13;3%;2%;1%;0%;
PRCS040.COB ;5281;3324;1850;962; False;14;10;14;8;0;0;;1%;1%;1%;1%;;16;8;2%;1%;1%;0%;
PRCS041.COB ;3674;2062;1089;542; False;14;10;14;8;0;0;;1%;2%;1%;1%;;16;8;3%;1%;1%;0%;
PRCS050.COB ;3546;2201;1112;576; False;21;15;19;13;0;0;;2%;3%;2%;2%;;21;13;4%;2%;1%;0%;
PRCS051.COB ;4071;2131;1089;503; False;34;14;34;12;0;0;;3%;3%;3%;2%;;20;12;4%;2%;1%;0%;
PRCS052.COB ;1942;1145;691;276; False;12;7;10;5;0;0;;2%;3%;1%;2%;;17;11;6%;4%;3%;2%;
PRCS053.COB ;2417;1298;751;318; False;12;7;10;5;0;0;;2%;2%;1%;2%;;17;11;5%;3%;3%;1%;
PRCS054.COB ;9363;2863;1734;785; False;30;21;30;19;0;0;;2%;3%;2%;2%;;31;19;4%;2%;1%;0%;
PRCS056.COB ;3350;2130;995;521; False;21;15;19;13;0;0;;2%;3%;2%;2%;;19;13;4%;2%;1%;0%;
PRCS057.COB ;2442;1463;838;383; False;21;15;19;13;0;0;;3%;4%;2%;3%;;19;13;5%;3%;1%;0%;
PRCS060.COB ;3780;2321;1258;670; False;34;14;34;12;0;0;;3%;2%;3%;2%;;20;12;3%;2%;1%;0%;
PRCS061.COB ;3898;2425;1324;706; False;34;14;34;12;0;0;;3%;2%;3%;2%;;20;12;3%;2%;1%;0%;
PRCS062.COB ;3905;2432;1324;706; False;34;14;34;12;0;0;;3%;2%;3%;2%;;20;12;3%;2%;1%;0%;
PRCS063.COB ;5392;3426;1881;990; False;14;10;14;8;0;0;;1%;1%;1%;1%;;16;8;2%;1%;1%;0%;
PRCS064.COB ;7209;4404;2109;1071; False;43;21;41;20;0;0;;2%;2%;2%;2%;;32;23;3%;2%;1%;0%;
PRCU002.COB ;1396;1309;585;343; False;66;41;66;36;0;0;;11%;12%;11%;10%;;65;35;19%;10%;7%;0%;
PRCU003.COB ;409;300;108;55; False;20;10;18;8;0;0;;19%;18%;17%;15%;;44;36;80%;65%;62%;50%;
PRCU006.COB ;597;264;75;34; True;24;10;24;10;0;0;;32%;29%;32%;29%;;10;10;29%;29%;0%;0%;
PRCU007.COB ;963;260;93;34; False;30;18;30;16;0;0;;32%;53%;32%;47%;;20;16;59%;47%;6%;0%;
PRCU009.COB ;1324;722;107;54; False;26;16;26;13;0;0;;24%;30%;24%;24%;;18;11;33%;20%;3%;-4%;
PRCU013.COB ;525;398;166;67; False;29;15;29;13;0;0;;17%;22%;17%;19%;;23;11;34%;16%;12%;-3%;
PRCU014.COB ;750;633;269;131; False;132;70;132;68;0;0;;49%;53%;49%;52%;;85;85;65%;65%;12%;13%;
PRCU015.COB ;485;369;160;62; False;29;15;29;13;0;0;;18%;24%;18%;21%;;18;8;29%;13%;5%;-8%;
PRCU016.COB ;1287;1220;447;236; False;60;28;60;26;0;0;;13%;12%;13%;11%;;153;141;65%;60%;53%;49%;
PRCU017.COB ;499;352;133;45; False;29;15;29;13;0;0;;22%;33%;22%;29%;;18;8;40%;18%;7%;-11%;
PRCU018.COB ;585;507;232;112; False;56;27;56;25;0;0;;24%;24%;24%;22%;;74;60;66%;54%;42%;32%;
PRCU019.COB ;1592;1426;537;291; False;56;27;56;25;0;0;;10%;9%;10%;9%;;176;164;60%;56%;51%;47%;
PRCU020.COB ;1230;790;387;209; False;36;22;34;21;0;0;;9%;11%;9%;10%;;50;46;24%;22%;13%;12%;
PRCU026.COB ;1742;1009;209;83; False;74;36;74;34;0;0;;35%;43%;35%;41%;;50;50;60%;60%;17%;19%;
PRCU050.COB ;14500;9699;5273;2784; False;16;9;15;7;0;0;;0%;0%;0%;0%;;71;36;3%;1%;3%;1%;
PRCU060.COB ;891;604;243;106; False;9;6;9;2;0;0;;4%;6%;4%;2%;;42;34;40%;32%;34%;30%;
PRCU100.COB ;448;295;75;36; True;24;10;24;10;0;0;;32%;28%;32%;28%;;10;10;28%;28%;0%;0%;
PRCU101.COB ;2947;1976; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR;;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;; ERROR; ERROR;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;
PRCU103.COB ;14403;9907;5113;2849; False;16;9;15;7;0;0;;0%;0%;0%;0%;;83;32;3%;1%;3%;1%;
PRCU500.COB ;688;591;261;150; False;36;26;36;21;0;0;;14%;17%;14%;14%;;42;31;28%;21%;11%;7%;
PRCU501.COB ;1110;564;194;108; False;54;36;52;34;0;0;;28%;33%;27%;31%;;61;45;56%;42%;23%;11%;
PRCU801.COB ;1410;741;369;129; False;62;36;62;34;0;0;;17%;28%;17%;26%;;60;33;47%;26%;19%;0%;
PRCU802.COB ;3399;2475;922;626; False;29;17;29;15;0;0;;3%;3%;3%;2%;;58;40;9%;6%;6%;4%;
PRCU803.COB ;1562;760;208;131; False;31;25;31;23;0;0;;15%;19%;15%;18%;;33;12;25%;9%;6%;-9%;
PRCU804.COB ;927;418;155;65; False;52;29;52;27;0;0;;34%;45%;34%;42%;;29;21;45%;32%;0%;-10%;
PRCU805.COB ;1013;589;232;101; False;43;28;43;26;0;0;;19%;28%;19%;26%;;32;27;32%;27%;4%;1%;
RTCB009.COB ;1210;904;312;142; False;89;53;89;51;0;0;;29%;37%;29%;36%;;69;60;49%;42%;12%;6%;
RTCB010.COB ;4500;2789;871;386; False;62;33;60;31;0;0;;7%;9%;7%;8%;;46;37;12%;10%;3%;2%;
RTCB011.COB ;1858;1278;285;131; False;68;34;66;32;0;0;;24%;26%;23%;24%;;65;65;50%;50%;24%;26%;
RTCB016.COB ;4410;2676;868;379; False;62;33;60;31;0;0;;7%;9%;7%;8%;;46;37;12%;10%;3%;2%;
RTCB017.COB ;1753;1224;285;131; False;68;34;66;32;0;0;;24%;26%;23%;24%;;65;65;50%;50%;24%;26%;
RTCB034.COB ;4067;2566;974;478; False;49;20;47;18;0;0;;5%;4%;5%;4%;;77;51;16%;11%;12%;7%;
RTCB042.COB ;4261;2940;1220;580; False;46;27;44;25;0;0;;4%;5%;4%;4%;;33;23;6%;4%;1%;0%;
RTCB043.COB ;7681;4850;1599;806; False;87;58;85;56;0;0;;5%;7%;5%;7%;;99;72;12%;9%;5%;2%;
RTCB048.COB ;3896;2354;432;217; False;68;34;66;32;0;0;;16%;16%;15%;15%;;104;82;48%;38%;32%;23%;
RTCB049.COB ;3789;2298;432;217; False;68;34;66;32;0;0;;16%;16%;15%;15%;;104;82;48%;38%;32%;23%;
RTCB056.COB ;2224;1543;579;248; False;72;28;72;26;0;0;;12%;11%;12%;10%;;45;34;18%;14%;7%;4%;
RTCB102.COB ;2975;1758;627;287; False;66;33;64;31;0;0;;11%;11%;10%;11%;;46;38;16%;13%;5%;2%;
RTCB103.COB ;4500;2958;809;352; False;70;33;68;31;0;0;;9%;9%;8%;9%;;46;38;13%;11%;4%;2%;
RTCB104.COB ;2417;1392;435;219; False;75;43;75;40;0;0;;17%;20%;17%;18%;;58;43;26%;20%;6%;2%;
RTCB105.COB ;2990;1780;627;287; False;66;33;64;31;0;0;;11%;11%;10%;11%;;46;38;16%;13%;5%;2%;
RTCB106.COB ;4515;2985;808;354; False;70;33;68;31;0;0;;9%;9%;8%;9%;;46;38;13%;11%;4%;2%;
RTCB108.COB ;2950;1730;615;283; False;66;33;64;31;0;0;;11%;12%;10%;11%;;46;38;16%;13%;4%;2%;
RTCB113.COB ;3496;2019;791;394; False;66;33;64;31;0;0;;8%;8%;8%;8%;;46;38;12%;10%;4%;2%;
RTCB153.COB ;2084;1289;430;194; False;108;65;108;63;0;0;;25%;34%;25%;32%;;69;59;36%;30%;2%;-2%;
RTCB158.COB ;1445;1116;373;159; False;101;61;101;59;0;0;;27%;38%;27%;37%;;67;59;42%;37%;4%;0%;
RTCB160.COB ;2223;1712;745;368; False;154;96;154;94;0;0;;21%;26%;21%;26%;;106;92;29%;25%;3%;-1%;
RTCB205.COB ;2901;1832;431;194; False;128;63;126;60;0;0;;30%;32%;29%;31%;;76;60;39%;31%;7%;0%;
RTCB250.COB ;3925;2560;838;366; False;68;42;66;40;0;0;;8%;11%;8%;11%;;53;40;14%;11%;3%;0%;
RTCB251.COB ;3398;2409;899;406; False;106;65;106;63;0;0;;12%;16%;12%;16%;;84;67;21%;17%;5%;1%;
RTCB252.COB ;7466;2773;917;429; False;69;42;69;40;0;0;;8%;10%;8%;9%;;44;40;10%;9%;0%;0%;
RTCB257.COB ;3826;2447;1019;493; False;84;53;84;51;0;0;;8%;11%;8%;10%;;67;55;14%;11%;3%;1%;
RTCB355.COB ;4291;3243;881;490; False;87;54;85;53;0;0;;10%;11%;10%;11%;;59;53;12%;11%;1%;0%;
RTCB386.COB ;1129;869;273;126; False;60;33;58;31;0;0;;22%;26%;21%;25%;;43;35;34%;28%;8%;3%;
RTCB388.COB ;1142;985;303;152; False;89;49;87;48;0;0;;29%;32%;29%;32%;;57;45;38%;30%;6%;-2%;
RTCB395.COB ;1067;803;263;118; False;61;33;59;31;0;0;;23%;28%;22%;26%;;64;60;54%;51%;26%;25%;
RTCB416.COB ;2401;1794;390;187; False;68;34;66;32;0;0;;17%;18%;17%;17%;;102;88;55%;47%;37%;30%;
RTCB500.COB ;1750;984;292;140; False;73;43;73;41;0;0;;25%;31%;25%;29%;;46;42;33%;30%;2%;1%;
RTCB502.COB ;1551;1017;326;160; False;94;55;92;55;0;0;;29%;34%;28%;34%;;71;53;44%;33%;10%;-1%;
RTCB503.COB ;1334;984;292;140; False;166;92;166;86;0;0;;57%;66%;57%;61%;;92;80;66%;57%;0%;-4%;
RTCB505.COB ;1551;1017;326;160; False;94;55;92;55;0;0;;29%;34%;28%;34%;;71;53;44%;33%;10%;-1%;
RTCB520.COB ;2291;1448;499;265; False;100;60;100;58;0;0;;20%;23%;20%;22%;;64;60;24%;23%;1%;1%;
RTCB521.COB ;2451;1462;493;265; False;123;70;123;68;0;0;;25%;26%;25%;26%;;76;68;29%;26%;3%;0%;
RTCB522.COB ;1863;1126;349;175; False;178;93;178;91;0;0;;51%;53%;51%;52%;;98;88;56%;50%;3%;-2%;
RTCB523.COB ;2747;1733;636;333; False;162;87;160;85;0;0;;25%;26%;25%;26%;;93;85;28%;26%;2%;0%;
RTCB524.COB ;2990;1733;620;336; False;177;99;177;97;0;0;;29%;29%;29%;29%;;105;97;31%;29%;2%;0%;
RTCB525.COB ;3664;2222;839;451; False;188;105;188;103;0;0;;22%;23%;22%;23%;;111;103;25%;23%;2%;0%;
RTCB526.COB ;3829;2266;845;469; False;148;84;146;82;0;0;;18%;18%;17%;17%;;155;132;33%;28%;15%;11%;
RTCB527.COB ;1907;1209;373;200; False;181;94;181;92;0;0;;49%;47%;49%;46%;;94;86;47%;43%;0%;-3%;
RTCB528.COB ;5291;4070;2144;1055; False;103;62;101;60;0;0;;5%;6%;5%;6%;;159;104;15%;10%;9%;4%;
RTCB529.COB ;8410;4149;1657;847; False;211;108;209;108;0;0;;13%;13%;13%;13%;;126;104;15%;12%;2%;-1%;
RTCB530.COB ;5412;3029;1353;717; False;106;64;106;60;0;0;;8%;9%;8%;8%;;70;60;10%;8%;1%;0%;
RTCB531.COB ;8361;4118;1638;833; False;213;108;211;108;0;0;;13%;13%;13%;13%;;126;104;15%;12%;2%;-1%;
RTCB532.COB ;2617;1597;580;272; False;240;124;238;122;0;0;;41%;46%;41%;45%;;138;115;51%;42%;5%;-3%;
RTCB533.COB ;2514;1459;530;248; False;225;116;223;114;0;0;;42%;47%;42%;46%;;130;108;52%;44%;5%;-2%;
RTCB605.COB ;1739;1133;342;178; False;167;91;167;89;0;0;;49%;51%;49%;50%;;96;86;54%;48%;3%;-2%;
RTCB606.COB ;1796;1159;350;182; False;163;89;163;87;0;0;;47%;49%;47%;48%;;94;84;52%;46%;3%;-2%;
RTCB607.COB ;1794;1133;342;178; False;167;91;167;89;0;0;;49%;51%;49%;50%;;96;86;54%;48%;3%;-2%;
RTCB608.COB ;1735;1131;338;176; False;163;89;163;87;0;0;;48%;51%;48%;49%;;94;84;53%;48%;2%;-1%;
RTCB628.COB ;1908;1247;408;206; False;104;60;104;58;0;0;;25%;29%;25%;28%;;66;58;32%;28%;3%;0%;
RTCB629.COB ;1911;1071;340;158; False;106;62;106;60;0;0;;31%;39%;31%;38%;;70;60;44%;38%;5%;0%;
RTCB630.COB ;1817;1170;360;187; False;163;89;163;87;0;0;;45%;48%;45%;47%;;94;84;50%;45%;2%;-2%;
RTCB631.COB ;2296;1431;441;224; False;104;60;104;58;0;0;;24%;27%;24%;26%;;80;72;36%;32%;9%;6%;
RTCB702.COB ;2066;1580;474;262; False;71;42;71;39;0;0;;15%;16%;15%;15%;;102;94;39%;36%;23%;21%;
